ID;Title;Type;Document
AML.T0001;Search for Publicly Available Adversarial Vulnerability Analysis;Technique;"AML.T0001: Search for Publicly Available Adversarial Vulnerability Analysis
Much like the [Search for Victim's Publicly Available Research Materials](/techniques/AML.T0000), there is often ample research available on the vulnerabilities of common models. Once a target has been identified, an adversary will likely try to identify any pre-existing work that has been done for this class of models.
This will include not only reading academic papers that may identify the particulars of a successful attack, but also identifying pre-existing implementations of those attacks. The adversary may obtain [Adversarial ML Attack Implementations](/techniques/AML.T0016.000) or develop their own [Adversarial ML Attacks](/techniques/AML.T0017.000) if necessary."
AML.T0000;Search for Victim's Publicly Available Research Materials;Technique;"AML.T0000: Search for Victim's Publicly Available Research Materials
Adversaries may search publicly available research to learn how and where machine learning is used within a victim organization.
The adversary can use this information to identify targets for attack, or to tailor an existing attack to make it more effective.
Organizations often use open source model architectures trained on additional proprietary data in production.
Knowledge of this underlying architecture allows the adversary to craft more realistic proxy models ([Create Proxy ML Model](/techniques/AML.T0005)).
An adversary can search these resources for publications for authors employed at the victim organization.

Research materials may exist as academic papers published in [Journals and Conference Proceedings](/techniques/AML.T0000.000), or stored in [Pre-Print Repositories](/techniques/AML.T0000.001), as well as [Technical Blogs](/techniques/AML.T0000.002).
"
AML.T0048.002;Societal Harm;Technique;"AML.T0048.002: Societal Harm
Societal harms might generate harmful outcomes that reach either the general public or specific vulnerable groups such as the exposure of children to vulgar content.
"
AML.T0016.001;Software Tools;Technique;"AML.T0016.001: Software Tools
Adversaries may search for and obtain software tools to support their operations.
Software designed for legitimate use may be repurposed by an adversary for malicious intent.
An adversary may modify or customize software tools to achieve their purpose.
Software tools used to support attacks on ML systems are not necessarily ML-based themselves.
"
AML.T0046;Spamming ML System with Chaff Data;Technique;"AML.T0046: Spamming ML System with Chaff Data
Adversaries may spam the machine learning system with chaff data that causes increase in the number of detections.
This can cause analysts at the victim organization to waste time reviewing and correcting incorrect inferences.
"
AML.T0052.000;Spearphishing via Social Engineering LLM;Technique;"AML.T0052.000: Spearphishing via Social Engineering LLM
Adversaries may turn LLMs into targeted social engineers.
LLMs are capable of interacting with users via text conversations.
They can be instructed by an adversary to seek sensitive information from a user and act as effective social engineers.
They can be targeted towards particular personas defined by the adversary.
This allows adversaries to scale spearphishing efforts and target individuals to reveal private information such as credentials to privileged systems.
"
AML.T0000.002;Technical Blogs;Technique;"AML.T0000.002: Technical Blogs
Research labs at academic institutions and Company R&D divisions often have blogs that highlight their use of machine learning and its application to the organizations unique problems.
Individual researchers also frequently document their work in blogposts.
An adversary may search for posts made by the target victim organization or its employees.
In comparison to [Journals and Conference Proceedings](/techniques/AML.T0000.000) and [Pre-Print Repositories](/techniques/AML.T0000.001) this material will often contain more practical aspects of the machine learning system.
This could include underlying technologies and frameworks used, and possibly some information about the API access and use case.
This will help the adversary better understand how that organization is using machine learning internally and the details of their approach that could aid in tailoring an attack.
"
AML.T0005.000;Train Proxy via Gathered ML Artifacts;Technique;"AML.T0005.000: Train Proxy via Gathered ML Artifacts
Proxy models may be trained from ML artifacts (such as data, model architectures, and pre-trained models) that are representative of the target model gathered by the adversary.
This can be used to develop attacks that require higher levels of access than the adversary has available or as a means to validate pre-existing attacks without interacting with the target model.
"
AML.T0005.001;Train Proxy via Replication;Technique;"AML.T0005.001: Train Proxy via Replication
Adversaries may replicate a private model.
By repeatedly querying the victim's [AI Model Inference API Access](/techniques/AML.T0040), the adversary can collect the target model's inferences into a dataset.
The inferences are used as labels for training a separate model offline that will mimic the behavior and performance of the target model.

A replicated model that closely mimic's the target model is a valuable resource in staging the attack.
The adversary can use the replicated model to [Craft Adversarial Data](/techniques/AML.T0043) for various purposes (e.g. [Evade ML Model](/techniques/AML.T0015), [Spamming ML System with Chaff Data](/techniques/AML.T0046)).
"
AML.T0011.000;Unsafe ML Artifacts;Technique;"AML.T0011.000: Unsafe ML Artifacts
Adversaries may develop unsafe ML artifacts that when executed have a deleterious effect.
The adversary can use this technique to establish persistent access to systems.
These models may be introduced via a [ML Supply Chain Compromise](/techniques/AML.T0010).

Serialization of models is a popular technique for model storage, transfer, and loading.
However, this format without proper checking presents an opportunity for code execution.
"
AML.T0055;Unsecured Credentials;Technique;"AML.T0055: Unsecured Credentials
Adversaries may search compromised systems to find and obtain insecurely stored credentials.
These credentials can be stored and/or misplaced in many locations on a system, including plaintext files (e.g. bash history), environment variables, operating system, or application-specific repositories (e.g. Credentials in Registry), or other specialized files/artifacts (e.g. private keys).
"
AML.T0005.002;Use Pre-Trained Model;Technique;"AML.T0005.002: Use Pre-Trained Model
Adversaries may use an off-the-shelf pre-trained model as a proxy for the victim model to aid in staging the attack.
"
AML.T0011;User Execution;Technique;"AML.T0011: User Execution
An adversary may rely upon specific actions by a user in order to gain execution.
Users may inadvertently execute unsafe code introduced via [ML Supply Chain Compromise](/techniques/AML.T0010).
Users may be subjected to social engineering to get them to execute malicious code by, for example, opening a malicious document file or link.
"
AML.T0048.003;User Harm;Technique;"AML.T0048.003: User Harm
User harms may encompass a variety of harm types including financial and reputational that are directed at or felt by individual victims of the attack rather than at the organization level.
"
AML.T0012;Valid Accounts;Technique;"AML.T0012: Valid Accounts
Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access.
Credentials may take the form of usernames and passwords of individual user accounts or API keys that provide access to various ML resources and services.

Compromised credentials may provide access to additional ML artifacts and allow the adversary to perform [Discover ML Artifacts](/techniques/AML.T0007).
Compromised credentials may also grant an adversary increased privileges such as write access to ML artifacts used during development or production.
"
AML.T0042;Verify Attack;Technique;"AML.T0042: Verify Attack
Adversaries can verify the efficacy of their attack via an inference API or access to an offline copy of the target model.
This gives the adversary confidence that their approach works and allows them to carry out the attack at a later time of their choosing.
The adversary may verify the attack once but use it against many edge devices running copies of the target model.
The adversary may verify their attack digitally, then deploy it in the [Physical Environment Access](/techniques/AML.T0041) at a later time.
Verifying the attack may be hard to detect since the adversary can use a minimal number of queries or an offline copy of the model.
"
AML.T0043.000;White-Box Optimization;Technique;"AML.T0043.000: White-Box Optimization
In White-Box Optimization, the adversary has full access to the target model and optimizes the adversarial example directly.
Adversarial examples trained in this manner are most effective against the target model.
"
AML.TA0009;Collection;Tactic;"AML.TA0009: Collection
The adversary is trying to gather machine learning artifacts and other related information relevant to their goal.

Collection consists of techniques adversaries may use to gather information and the sources information is collected from that are relevant to following through on the adversary's objectives.
Frequently, the next goal after collecting data is to steal (exfiltrate) the ML artifacts, or use the collected information to stage future operations.
Common target sources include software repositories, container registries, model repositories, and object stores.
"
AML.TA0013;Credential Access;Tactic;"AML.TA0013: Credential Access
The adversary is trying to steal account names and passwords.

Credential Access consists of techniques for stealing credentials like account names and passwords. Techniques used to get credentials include keylogging or credential dumping. Using legitimate credentials can give adversaries access to systems, make them harder to detect, and provide the opportunity to create more accounts to help achieve their goals.
"
AML.TA0007;Defense Evasion;Tactic;"AML.TA0007: Defense Evasion
The adversary is trying to avoid being detected by machine learning-enabled security software.

Defense Evasion consists of techniques that adversaries use to avoid detection throughout their compromise.
Techniques used for defense evasion include evading ML-enabled security software such as malware detectors.
"
AML.TA0008;Discovery;Tactic;"AML.TA0008: Discovery
The adversary is trying to figure out your machine learning environment.

Discovery consists of techniques an adversary may use to gain knowledge about the system and internal network.
These techniques help adversaries observe the environment and orient themselves before deciding how to act.
They also allow adversaries to explore what they can control and what's around their entry point in order to discover how it could benefit their current objective.
Native operating system tools are often used toward this post-compromise information-gathering objective.
"
AML.TA0005;Execution;Tactic;"AML.TA0005: Execution
The adversary is trying to run malicious code embedded in machine learning artifacts or software.

Execution consists of techniques that result in adversary-controlled code running on a local or remote system.
Techniques that run malicious code are often paired with techniques from all other tactics to achieve broader goals, like exploring a network or stealing data.
For example, an adversary might use a remote access tool to run a PowerShell script that does [Remote System Discovery](https://attack.mitre.org/techniques/T1018/).
"
AML.TA0010;Exfiltration;Tactic;"AML.TA0010: Exfiltration
The adversary is trying to steal machine learning artifacts or other information about the machine learning system.

Exfiltration consists of techniques that adversaries may use to steal data from your network.
Data may be stolen for its valuable intellectual property, or for use in staging future operations.

Techniques for getting data out of a target network typically include transferring it over their command and control channel or an alternate channel and may also include putting size limits on the transmission.
"
AML.TA0011;Impact;Tactic;"AML.TA0011: Impact
The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your machine learning systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
"
AML.TA0004;Initial Access;Tactic;"AML.TA0004: Initial Access
The adversary is trying to gain access to the machine learning system.

The target system could be a network, mobile device, or an edge device such as a sensor platform.
The machine learning capabilities used by the system could be local with onboard or cloud-enabled ML capabilities.

Initial Access consists of techniques that use various entry vectors to gain their initial foothold within the system.
"
AML.TA0001;ML Attack Staging;Tactic;"AML.TA0001: ML Attack Staging
The adversary is leveraging their knowledge of and access to the target system to tailor the attack.

ML Attack Staging consists of techniques adversaries use to prepare their attack on the target ML model.
Techniques can include training proxy models, poisoning the target model, and crafting adversarial data to feed the target model.
Some of these techniques can be performed in an offline manner and are thus difficult to mitigate.
These techniques are often used to achieve the adversary's end goal.
"
AML.TA0000;ML Model Access;Tactic;"AML.TA0000: ML Model Access
The adversary is attempting to gain some level of access to a machine learning model.

ML Model Access enables techniques that use various types of access to the machine learning model that can be used by the adversary to gain information, develop attacks, and as a means to input data to the model.
The level of access can range from the full knowledge of the internals of the model to access to the physical environment where data is collected for use in the machine learning model.
The adversary may use varying levels of model access during the course of their attack, from staging the attack to impacting the target system.

Access to an ML model may require access to the system housing the model, the model may be publically accessible via an API, or it may be accessed indirectly via interaction with a product or service that utilizes ML as part of its processes.
"
AML.TA0006;Persistence;Tactic;"AML.TA0006: Persistence
The adversary is trying to maintain their foothold via machine learning artifacts or software.

Persistence consists of techniques that adversaries use to keep access to systems across restarts, changed credentials, and other interruptions that could cut off their access.
Techniques used for persistence often involve leaving behind modified ML artifacts such as poisoned training data or backdoored ML models.
"
AML.TA0012;Privilege Escalation;Tactic;"AML.TA0012: Privilege Escalation
The adversary is trying to gain higher-level permissions.

Privilege Escalation consists of techniques that adversaries use to gain higher-level permissions on a system or network. Adversaries can often enter and explore a network with unprivileged access but require elevated permissions to follow through on their objectives. Common approaches are to take advantage of system weaknesses, misconfigurations, and vulnerabilities. Examples of elevated access include:
- SYSTEM/root level
- local administrator
- user account with admin-like access
- user accounts with access to specific system or perform specific function

These techniques often overlap with Persistence techniques, as OS features that let an adversary persist can execute in an elevated context.
"
AML.TA0002;Reconnaissance;Tactic;"AML.TA0002: Reconnaissance
The adversary is trying to gather information about the machine learning system they can use to plan future operations.

Reconnaissance consists of techniques that involve adversaries actively or passively gathering information that can be used to support targeting.
Such information may include details of the victim organizations' machine learning capabilities and research efforts.
This information can be leveraged by the adversary to aid in other phases of the adversary lifecycle, such as using gathered information to obtain relevant ML artifacts, targeting ML capabilities used by the victim, tailoring attacks to the particular models used by the victim, or to drive and lead further Reconnaissance efforts.
"
AML.TA0003;Resource Development;Tactic;"AML.TA0003: Resource Development
The adversary is trying to establish resources they can use to support operations.

Resource Development consists of techniques that involve adversaries creating,
purchasing, or compromising/stealing resources that can be used to support targeting.
Such resources include machine learning artifacts, infrastructure, accounts, or capabilities.
These resources can be leveraged by the adversary to aid in other phases of the adversary lifecycle, such as [ML Attack Staging](/tactics/AML.TA0001).
"
AML.M0023;AI Bill of Materials;Mitigation;"AML.M0023: AI Bill of Materials
An AI Bill of Materials (AI BOM) contains a full listing of artifacts and resources that were used in building the AI. The AI BOM can help mitigate supply chain risks and enable rapid response to reported vulnerabilities.

This can include maintaining dataset provenance, i.e. a detailed history of datasets used for AI applications. The history can include information about the dataset source as well as well as a complete record of any modifications."
AML.M0024;AI Telemetry Logging;Mitigation;"AML.M0024: AI Telemetry Logging
Implement logging of inputs and outputs of deployed AI models. Monitoring logs can help to detect security threats and mitigate impacts."
AML.M0015;Adversarial Input Detection;Mitigation;"AML.M0015: Adversarial Input Detection
Detect and block adversarial inputs or atypical queries that deviate from known benign behavior, exhibit behavior patterns observed in previous attacks or that come from potentially malicious IPs.
Incorporate adversarial detection algorithms into the ML system prior to the ML model.
"
AML.M0013;Code Signing;Mitigation;"AML.M0013: Code Signing
Enforce binary and application integrity with digital signature verification to prevent untrusted code from executing. Adversaries can embed malicious code in ML software or models. Enforcement of code signing can prevent the compromise of the machine learning supply chain and prevent execution of malicious code.
"
AML.M0005;Control Access to ML Models and Data at Rest;Mitigation;"AML.M0005: Control Access to ML Models and Data at Rest
Establish access controls on internal model registries and limit internal access to production models. Limit access to training data only to approved users.
"
AML.M0019;Control Access to ML Models and Data in Production;Mitigation;"AML.M0019: Control Access to ML Models and Data in Production
Require users to verify their identities before accessing a production model.
Require authentication for API endpoints and monitor production model queries to ensure compliance with usage policies and to prevent model misuse.
"
AML.M0012;Encrypt Sensitive Information;Mitigation;"AML.M0012: Encrypt Sensitive Information
Encrypt sensitive data such as ML models to protect against adversaries attempting to access sensitive data.
"
AML.M0020;Generative AI Guardrails;Mitigation;"AML.M0020: Generative AI Guardrails
Guardrails are safety controls that are placed between a generative AI model and the output shared with the user to prevent undesired inputs and outputs.
Guardrails can take the form of validators such as filters, rule-based logic, or regular expressions, as well as AI-based approaches, such as classifiers and utilizing LLMs, or named entity recognition (NER) to evaluate the safety of the prompt or response. Domain specific methods can be employed to reduce risks in a variety of areas such as etiquette, brand damage, jailbreaking, false information, code exploits, SQL injections, and data leakage."
AML.M0021;Generative AI Guidelines;Mitigation;"AML.M0021: Generative AI Guidelines
Guidelines are safety controls that are placed between user-provided input and a generative AI model to help direct the model to produce desired outputs and prevent undesired outputs.

Guidelines can be implemented as instructions appended to all user prompts or as part of the instructions in the system prompt. They can define the goal(s), role, and voice of the system, as well as outline safety and security parameters."
AML.M0022;Generative AI Model Alignment;Mitigation;"AML.M0022: Generative AI Model Alignment
When training or fine-tuning a generative AI model it is important to utilize techniques that improve model alignment with safety, security, and content policies.

The fine-tuning process can potentially remove built-in safety mechanisms in a generative AI model, but utilizing techniques such as Supervised Fine-Tuning, Reinforcement Learning from Human Feedback or AI Feedback, and Targeted Safety Context Distillation can improve the safety and alignment of the model."
AML.M0010;Input Restoration;Mitigation;"AML.M0010: Input Restoration
Preprocess all inference data to nullify or reverse potential adversarial perturbations.
"
AML.M0001;Limit Model Artifact Release;Mitigation;"AML.M0001: Limit Model Artifact Release
Limit public release of technical project details including data, algorithms, model architectures, and model checkpoints that are used in production, or that are representative of those used in production.
"
AML.M0000;Limit Public Release of Information;Mitigation;"AML.M0000: Limit Public Release of Information
Limit the public release of technical information about the machine learning stack used in an organization's products or services. Technical knowledge of how machine learning is used can be leveraged by adversaries to perform targeting and tailor attacks to the target system. Additionally, consider limiting the release of organizational information - including physical locations, researcher names, and department structures - from which technical details such as machine learning techniques, model architectures, or datasets may be inferred."
AML.M0025;Maintain AI Dataset Provenance;Mitigation;"AML.M0025: Maintain AI Dataset Provenance
Maintain a detailed history of datasets used for AI applications. The history should include information about the dataset's source as well as a complete record of any modifications."
AML.M0017;Model Distribution Methods;Mitigation;"AML.M0017: Model Distribution Methods
Deploying ML models to edge devices can increase the attack surface of the system.
Consider serving models in the cloud to reduce the level of access the adversary has to the model.
Also consider computing features in the cloud to prevent gray-box attacks, where an adversary has access to the model preprocessing methods.
"
AML.M0003;Model Hardening;Mitigation;"AML.M0003: Model Hardening
Use techniques to make machine learning models robust to adversarial inputs such as adversarial training or network distillation.
"
AML.M0002;Passive ML Output Obfuscation;Mitigation;"AML.M0002: Passive ML Output Obfuscation
Decreasing the fidelity of model outputs provided to the end user can reduce an adversaries ability to extract information about the model and optimize attacks for the model.
"
AML.M0011;Restrict Library Loading;Mitigation;"AML.M0011: Restrict Library Loading
Prevent abuse of library loading mechanisms in the operating system and software to load untrusted code by configuring appropriate library loading mechanisms and investigating potential vulnerable software.

File formats such as pickle files that are commonly used to store machine learning models can contain exploits that allow for loading of malicious libraries.
"
AML.M0004;Restrict Number of ML Model Queries;Mitigation;"AML.M0004: Restrict Number of ML Model Queries
Limit the total number and rate of queries a user can perform.
"
AML.M0007;Sanitize Training Data;Mitigation;"AML.M0007: Sanitize Training Data
Detect and remove or remediate poisoned training data.  Training data should be sanitized prior to model training and recurrently for an active learning model.

Implement a filter to limit ingested training data.  Establish a content policy that would remove unwanted content such as certain explicit or offensive language from being used.
"
AML.M0006;Use Ensemble Methods;Mitigation;"AML.M0006: Use Ensemble Methods
Use an ensemble of models for inference to increase robustness to adversarial inputs. Some attacks may effectively evade one model or model family but be ineffective against others.
"
AML.M0009;Use Multi-Modal Sensors;Mitigation;"AML.M0009: Use Multi-Modal Sensors
Incorporate multiple sensors to integrate varying perspectives and modalities to avoid a single point of failure susceptible to physical attacks.
"
AML.M0018;User Training;Mitigation;"AML.M0018: User Training
Educate ML model developers on secure coding practices and ML vulnerabilities.
"
AML.M0008;Validate ML Model;Mitigation;"AML.M0008: Validate ML Model
Validate that machine learning models perform as intended by testing for backdoor triggers or adversarial bias.
Monitor model for concept drift and training data drift, which may indicate data tampering and poisoning.
"
AML.M0014;Verify ML Artifacts;Mitigation;"AML.M0014: Verify ML Artifacts
Verify the cryptographic checksum of all machine learning artifacts to verify that the file was not modified by an attacker.
"
AML.M0016;Vulnerability Scanning;Mitigation;"AML.M0016: Vulnerability Scanning
Vulnerability scanning is used to find potentially exploitable software vulnerabilities to remediate them.

File formats such as pickle files that are commonly used to store machine learning models can contain exploits that allow for arbitrary code execution.
Both model artifacts and downstream products produced by models should be scanned for known vulnerabilities.
"
