id,element,threat_description,element_type,stride,mitre_atlas,owasp_top_10_for_llm,mitigation,cvss_vector,cvss_score,threat_source,validation,justification,mitigated
77,File Upload Handler -> Business Logic,"Metadata responses leak sensitive attributes (owner IDs, internal paths).",Data Flow,Information Disclosure,,,Minimize response fields; mask IDs; access checks before returning metadata; log redaction.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6,llm,true,,false
78,File Upload Handler -> Business Logic,Burst of callback/status messages overloads business logic message handlers.,Data Flow,Denial of Service,,,Rate limiting; queueing with backpressure; collapse duplicate callbacks; circuit breakers.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,6,llm,true,,false
79,File Upload Handler -> Local File Storage,"Tampering of binary data or headers in transit to storage (e.g., NFS/S3 MITM).",Data Flow,Tampering,,,TLS to object store; server-side encryption with customer-managed keys; checksum/ETag verification; signed URLs with short TTL.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,7.6,llm,true,,false
80,File Upload Handler -> Local File Storage,"Exposure of file contents or keys during upload (e.g., misconfigured bucket, sniffing).",Data Flow,Information Disclosure,,,Private buckets/shares; TLS; server-side encryption; tight IAM; disable public ACLs; VPC endpoints.,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,8.2,llm,true,,false
81,File Upload Handler -> Local File Storage,High-rate or large uploads saturate storage bandwidth/IO.,Data Flow,Denial of Service,,,Per-tenant quotas; bandwidth throttling; multipart/chunked uploads with limits; lifecycle policies to free space.,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.2,llm,true,,false
82,Local File Storage -> File Upload Handler,"Tampered confirmations (e.g., fake ETag) or replays mislead about write success.",Data Flow,Tampering,,,TLS; verify ETag/checksum vs. local hash; ensure strong consistency or read-after-write checks; nonce-based replay protection.,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,9.2,llm,true,,false
83,Local File Storage -> File Upload Handler,"Path, bucket, or internal IDs exposed in confirmations/logs leak structure.",Data Flow,Information Disclosure,,,Return opaque IDs; avoid logging full paths; encrypt sensitive metadata; strict IAM to prevent listing.,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,6.3,llm,true,,false
84,Local File Storage -> File Upload Handler,Delayed or streaming confirmations hold connections open and exhaust handler threads.,Data Flow,Denial of Service,,,Async callbacks; timeouts; bounded thread pools; bulk confirmations.,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.2,llm,true,,false
85,File Upload Handler -> Database,Tampering with metadata inserts or parameters in transit to DB.,Data Flow,Tampering,,,mTLS; prepared statements; input normalization; least-privilege DB role for writes.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,7.6,llm,true,,false
86,File Upload Handler -> Database,"Sensitive metadata (PII, file hashes) exposed during insert or in logs.",Data Flow,Information Disclosure,,,TLS; encrypt sensitive columns; minimize stored metadata; redaction; access controls on logs/backups.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6,llm,true,,false
87,File Upload Handler -> Database,High-volume insert traffic saturates DB write capacity.,Data Flow,Denial of Service,,,Batching; async queues; write quotas; partitioning/indexing; circuit breakers on spikes.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,6,llm,true,,false
88,Database -> File Upload Handler,Tampered insert confirmations cause inconsistent application state.,Data Flow,Tampering,,,TLS; verify row counts/IDs; idempotent operations; compare echoed values with request.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,7.6,llm,true,,false
89,Database -> File Upload Handler,Disclosure of internal keys/paths or unrelated rows in confirmation payloads.,Data Flow,Information Disclosure,,,Views limiting columns; DTO/serializer allowlists; masking; logging hygiene.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6,llm,true,,false
90,Database -> File Upload Handler,Slow confirmations/backpressure cause upload handler thread starvation.,Data Flow,Denial of Service,,,Timeouts; async processing; bounded queues; fallback retries with jitter.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,6,llm,true,,false
91,Business Logic -> AI Support Agent,Prompt injection rides along user context to alter downstream agent instructions/actions.,Data Flow,Tampering,AML.T0051: LLM Prompt Injection,LLM01: 2025 Prompt Injection,Isolate untrusted content; instruction hierarchy; input schema and content filters; tool/function allowlists; strip/escape model-affecting tokens in content.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,8.7,llm,true,,false
92,Business Logic -> AI Support Agent,Sensitive data or system prompts included in context leak to the agent and potentially to the model/provider.,Data Flow,Information Disclosure,AML.T0057: LLM Data Leakage,LLM02: 2025 Sensitive Information Disclosure,Redact/minimize context; never include secrets; role-based retrieval; mask/rotate system prompts; encrypt sensitive context at rest/in transit.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,8.7,llm,true,,false
93,Business Logic -> AI Support Agent,Huge contexts or high request rate overwhelm the agent pipeline and budgets.,Data Flow,Denial of Service,AML.T0034: Cost Harvesting,LLM10: 2025 Unbounded Consumption,Max tokens/context; per-user quotas; circuit breakers; deduplication/caching; admission control.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.7,llm,true,,false
94,AI Support Agent -> Business Logic,Response tampering or tool-use injection embedded in model outputs leads to unsafe downstream actions.,Data Flow,Tampering,,LLM05: 2025 Improper Output Handling,Treat outputs as untrusted; schema/regex validators; require human-in-the-loop for high-risk actions; allowlist tools; strip control tokens.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,8.7,llm,true,,false
95,AI Support Agent -> Business Logic,AI responses may contain sensitive data or system instructions that leak when logged or shown.,Data Flow,Information Disclosure,AML.T0057: LLM Data Leakage,LLM02: 2025 Sensitive Information Disclosure,PII redaction before logging/display; classify and filter outputs; least-privilege access to logs/telemetry; data retention limits.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,7.1,llm,true,,false
96,AI Support Agent -> Business Logic,Large outputs or streaming tokens overwhelm parsers/UI and backend resources.,Data Flow,Denial of Service,AML.T0034: Cost Harvesting,LLM10: 2025 Unbounded Consumption,Max tokens in response; streaming with backpressure; timeouts; chunk validation and truncation; rate limits.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.7,llm,true,,false
97,AI Support Agent -> DeepSeek LLM,"MITM/tampering of AI requests alters prompts, tools, or parameters across the Internet boundary.",Data Flow,Tampering,,,TLS 1.3 with cert pinning; DNSSEC/DoH; egress allowlists; request signing and nonce; verify provider hostnames.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,9.3,llm,true,,false
98,AI Support Agent -> DeepSeek LLM,PII/secrets in prompts exfiltrated to provider via inference API.,Data Flow,Information Disclosure,AML.T0024: Exfiltration via ML Inference API,LLM02: 2025 Sensitive Information Disclosure,Data minimization/redaction; per-tenant consent and DPA; encrypt prompts in transit; segregate contexts; use provider data controls (no-train flags).,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,8.7,llm,true,,false
99,AI Support Agent -> DeepSeek LLM,Burst or expensive requests (long contexts/high compute) cause DoS/cost blowouts.,Data Flow,Denial of Service,AML.T0029: Denial of ML Service,LLM10: 2025 Unbounded Consumption,Token and RPM quotas; budget caps and alerts; exponential backoff with jitter; cache identical prompts; circuit breakers.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.7,llm,true,,false
100,DeepSeek LLM -> AI Support Agent,Tampering/replay of AI responses or upstream gateway injection alters outputs.,Data Flow,Tampering,,,TLS with pinning; correlate provider request/response IDs; signed webhooks where available; anti-replay nonces; integrity checks on streamed chunks.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,9.3,llm,true,,false
101,DeepSeek LLM -> AI Support Agent,Responses may include sensitive training data or echo system prompts that leak into logs/UI.,Data Flow,Information Disclosure,AML.T0057: LLM Data Leakage,LLM02: 2025 Sensitive Information Disclosure,Output filters/classifiers; redact before persistence; enforce data handling policies; provider assurances on data handling; guardrails to block prompt/system leakage.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,7.1,llm,true,,false
102,DeepSeek LLM -> AI Support Agent,Large or malformed streamed responses exhaust agent parsers/threads.,Data Flow,Denial of Service,AML.T0029: Denial of ML Service,LLM10: 2025 Unbounded Consumption,Streaming with backpressure; strict parsers and size/time limits; chunk verification; drop/abort on protocol violations; rate limiting.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.7,llm,true,,false
