id,element,threat_description,element_type,stride,mitre_atlas,owasp_top_10_for_llm,mitigation,cvss_vector,cvss_score,threat_source,validation,justification,mitigated
85,random_id.randomId,ID generator overloaded or stuck in loop causing provisioning delays (DoS).,Process,Denial of Service,,,Validate provider performance; limit random generation calls.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
86,azurerm_network_interface_security_group_association.example,Attacker spoofs NIC association process to bind wrong NSG allowing open ports.,Process,Spoofing,T1098: Account Manipulation,A07: Identification and Authentication Failures,Enforce Azure Policy for NSG associations; audit assignments.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.5,llm,true,,false
87,azurerm_network_interface_security_group_association.example,"Tampering with association script misconfigures NSG, enabling unauthorized traffic.",Process,Tampering,T1562: Impair Defenses,A05: Security Misconfiguration,Lock NSG resources; verify Terraform plan; use policy locks.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,llm,true,,false
88,azurerm_network_interface_security_group_association.example,No log of NSG binding changes allows repudiation of security rule updates.,Process,Repudiation,,A09: Security Logging and Monitoring Failures,Enable NSG flow logs and Activity Logs; store in immutable store.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
89,azurerm_network_interface_security_group_association.example,Exposure of NIC or NSG IDs in outputs leaks network topology information.,Process,Information Disclosure,,A02: Cryptographic Failures,Suppress sensitive outputs; use private IP references; restrict state sharing.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,2.7,llm,true,,false
90,azurerm_network_interface_security_group_association.example,Failed or delayed binding due to errors causes network connectivity issues (DoS).,Process,Denial of Service,,,Validate terraform graph; implement retries; monitor binding status.,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,6.5,llm,true,,false
91,azurerm_cosmosdb_account.db,Malicious alteration of DB account settings compromises regional failover or consistency.,Data Store,Tampering,T1537: Transfer Data to Cloud Account,A05: Security Misconfiguration,Enable Azure Policy deny on account config changes; use resource locks.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.5,llm,true,,false
92,azurerm_cosmosdb_account.db,Lack of replication audit allows denial of unauthorized changes to Geo-replication ( repudiation).,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable diagnostic logs for Cosmos DB; forward to SIEM; enforce retention.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
93,azurerm_cosmosdb_account.db,Primary key exposed through misconfigured firewall or network rule.,Data Store,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Restrict IP firewall; use private endpoints; rotate keys regularly.,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.9,llm,true,,false
94,azurerm_cosmosdb_account.db,Massive ingestion/deletion requests exhaust request units causing DoS.,Data Store,Denial of Service,T1499: Endpoint Denial of Service,,Implement RUQ monitoring; apply rate-limiting in app layer.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
95,azurerm_storage_account.storage_account,"Storage account settings (CORS, public access) tampered to expose data or weaken security.",Data Store,Tampering,,A05: Security Misconfiguration,Enforce Azure Policy to restrict CORS and public access; use private endpoints.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.5,llm,true,,false
96,azurerm_storage_account.storage_account,Lack of immutable audit logs for account configuration changes allows repudiation.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable Resource Manager Activity Logs; forward to SIEM; enforce retention.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
97,azurerm_storage_account.storage_account,Publicly accessible blobs and wildcard CORS leak sensitive data to any origin.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Disable anonymous access; restrict CORS to authorized domains; use SAS or private endpoints.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
98,azurerm_storage_account.storage_account,High-volume upload/download requests exhaust account throughput causing denial of service.,Data Store,Denial of Service,,,Enable throttling via front door or API Management; monitor metrics; apply quotas.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
99,azurerm_storage_container.storage_container,Container ACLs tampered to grant anonymous or elevated access.,Data Store,Tampering,,A05: Security Misconfiguration,Use RBAC for container access; lock ACLs via Azure Policy; audit changes.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.5,llm,true,,false
100,azurerm_storage_container.storage_container,No audit of container-level operations allows repudiation of malicious uploads or deletes.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable Storage Analytics logs; forward to central SIEM; enforce immutability policies.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
101,azurerm_storage_container.storage_container,Public container exposes code packages or artifacts to unauthorized users.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Restrict container to private access; use SAS with limited scope and expiry.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
102,azurerm_storage_container.storage_container,Burst reads/writes to container saturate storage account causing DoS.,Data Store,Denial of Service,,,Implement rate limiting at application layer; use CDN for static assets.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
103,azurerm_storage_container.storage_container_prod,ACL changes grant unintended write access to production container.,Data Store,Tampering,,A05: Security Misconfiguration,Apply container immutability policies; enforce RBAC restrictions.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.5,llm,true,,false
104,azurerm_storage_container.storage_container_prod,No logs of prod container operations allows repudiation of asset modifications.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable storage analytics; integrate logs with SIEM; enforce retention.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
105,azurerm_storage_container.storage_container_prod,Static assets in prod container exposed publicly via misconfiguration.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Enforce private blob access; serve via CDN with token authentication.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
106,azurerm_storage_container.storage_container_prod,High traffic to prod container throttles storage causing service disruption.,Data Store,Denial of Service,,,Use CDN; enable geo-redundant caching; apply rate limits.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
107,azurerm_storage_container.storage_container_dev,Dev container ACLs modified to allow unauthorized access.,Data Store,Tampering,,A05: Security Misconfiguration,Restrict dev container RBAC to specific identities; apply policies.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.5,llm,true,,false
108,azurerm_storage_container.storage_container_dev,Absence of dev container audit logs leads to repudiation of unauthorized changes.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable analytics logs; store in immutable location.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
109,azurerm_storage_container.storage_container_dev,Dev artifacts exposed publicly due to misconfiguration.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Disable public access; serve assets via authenticated channels.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
110,azurerm_storage_container.storage_container_dev,Excessive dev traffic exhausts storage limits causing DoS.,Data Store,Denial of Service,,,Throttle dev uploads; monitor metrics; isolate dev storage account.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
111,azurerm_storage_container.storage_container_vm,VM scripts container ACLs altered to allow anonymous downloads of sensitive scripts.,Data Store,Tampering,,A05: Security Misconfiguration,Restrict ACLs; use SAS with limited scope; enforce policies.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.5,llm,true,,false
112,azurerm_storage_container.storage_container_vm,No audit logging of VM container changes allows repudiation.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable logging; integrate with SIEM; enforce retention.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
113,azurerm_storage_container.storage_container_vm,Exposure of VM scripts to public due to misconfigured container.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Use private containers; authenticate requests; rotate SAS tokens.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
114,azurerm_storage_container.storage_container_vm,Large VM script downloads or faulty code cause storage throttling (DoS).,Data Store,Denial of Service,,,Limit download bandwidth; monitor usage; cache scripts locally.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
115,azurerm_storage_blob.storage_blob,Blob package tampered to include malicious code binaries.,Data Store,Tampering,,A08: Software and Data Integrity Failures,Verify package checksums; sign blobs; restrict write permissions.,CVSS:3.1/AV:N/AC:M/PR:H/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
116,azurerm_storage_blob.storage_blob,Missing blob-level audit allows repudiation of code package changes.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable blob logs; forward to SIEM; enforce retention.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
117,azurerm_storage_blob.storage_blob,SAS URL or blob URL leaked exposing code package or credentials.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Use short-lived SAS; rotate keys; restrict blob to private.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
118,azurerm_storage_blob.storage_blob,"Frequent blob downloads slow storage account, causing DoS for deployments.",Data Store,Denial of Service,,,Use CDN in front of blobs; monitor metrics; cache packages.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
119,azurerm_storage_blob.storage_blob_front,Front-end blob tampered to serve malicious scripts to clients.,Data Store,Tampering,,A08: Software and Data Integrity Failures,Validate front-end bundle checksums; sign assets.,CVSS:3.1/AV:N/AC:M/PR:H/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
120,azurerm_storage_blob.storage_blob_front,Absence of front-end blob logs allows repudiation of asset updates.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable blob logging; route logs to SIEM; enforce immutability.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
121,azurerm_storage_blob.storage_blob_front,Public front-end blob allows attackers to retrieve outdated or vulnerable code.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Restrict blob access; serve via CDN with auth; rotate keys.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
122,azurerm_storage_blob.storage_blob_front,Front-end blob downloads overwhelm storage causing client-facing DoS.,Data Store,Denial of Service,,,Use CDN; enable caching; monitor requests.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
123,azurerm_storage_blob.app_files_prod,Static asset blob tampered to inject malicious content.,Data Store,Tampering,,A08: Software and Data Integrity Failures,Validate asset checksums; sign content; restrict write access.,CVSS:3.1/AV:N/AC:M/PR:H/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
124,azurerm_storage_blob.app_files_prod,No logs for app_files_prod allows repudiation of malicious asset changes.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable storage analytics; forward to SIEM; enforce retention.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
125,azurerm_storage_blob.app_files_prod,Public delivery of prod assets exposes internal branding or proprietary information.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Enforce private blobs; use access tokens; restrict CORS.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
126,azurerm_storage_blob.app_files_prod,High client downloads of prod assets throttle storage causing DoS.,Data Store,Denial of Service,,,Implement CDN; caching; apply rate limits.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
127,azurerm_storage_blob.app_files_dev,Dev asset blob tampered to include unauthorized or malicious content.,Data Store,Tampering,,A08: Software and Data Integrity Failures,Validate checksums; restrict write permissions; sign assets.,CVSS:3.1/AV:N/AC:M/PR:H/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
128,azurerm_storage_blob.app_files_dev,Missing audit logs for dev asset changes allows repudiation of uploads.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable blob analytics logs; forward to SIEM; enforce retention.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
129,azurerm_storage_blob.app_files_dev,Dev blob publicly accessible exposes pre-release or sensitive assets.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Restrict blob to private; use SAS with narrow scope and expiry.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
130,azurerm_storage_blob.app_files_dev,High dev asset requests exhaust storage IOPS causing DoS.,Data Store,Denial of Service,,,Throttle downloads; use CDN; monitor metrics.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
131,azurerm_storage_blob.app_files_vm,VM scripts blob tampered with malicious code injection.,Data Store,Tampering,,A08: Software and Data Integrity Failures,Sign scripts; verify integrity; restrict writes.,CVSS:3.1/AV:N/AC:M/PR:H/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
132,azurerm_storage_blob.app_files_vm,Lack of logs for VM script changes allows repudiation of tampering.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable blob logging; integrate with SIEM.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
133,azurerm_storage_blob.app_files_vm,Public VM script blob exposes provisioning scripts to unauthorized users.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Restrict to private; use SAS tokens; rotate keys.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
134,azurerm_storage_blob.app_files_vm,Large VM script downloads slow storage causing DoS for provisioning.,Data Store,Denial of Service,,,Cache scripts locally; monitor usage; throttle access.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
135,azurerm_storage_blob.config_update_*,"Config update blob tampered, injecting false VM IP or SSH config.",Data Store,Tampering,,A08: Software and Data Integrity Failures,Sign config files; verify checksum before use.,CVSS:3.1/AV:N/AC:M/PR:H/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
136,azurerm_storage_blob.config_update_*,No audit of config_update blobs allows repudiation of changes.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable blob logs; forward to SIEM.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
137,azurerm_storage_blob.config_update_*,Config update blobs public access leak VM connection details.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Restrict container; use private endpoints; rotate config frequently.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
138,azurerm_storage_blob.config_update_*,Numerous config updates flood storage causing DoS for provisioning pipelines.,Data Store,Denial of Service,,,Limit update frequency; monitor pipeline usage.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
139,data.azurerm_storage_account_blob_container_sas.storage_account_blob_container_sas,SAS token permissions tampered to extend scope or duration.,Data Store,Tampering,,A05: Security Misconfiguration,Use Azure AD auth not SAS; restrict SAS issuance; audit token creation.,CVSS:3.1/AV:N/AC:M/PR:H/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
140,data.azurerm_storage_account_blob_container_sas.storage_account_blob_container_sas,Lack of audit trail for SAS issuance leads to repudiation of token creation.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable Activity Logs for SAS operations; forward to SIEM.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
141,data.azurerm_storage_account_blob_container_sas.storage_account_blob_container_sas,SAS token leaked in code or logs exposes container to unauthorized access.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Avoid embedding SAS in code; use short-lived tokens; rotate keys.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
142,data.azurerm_storage_account_blob_container_sas.storage_account_blob_container_sas,Excessive usage of SAS token floods container causing DoS.,Data Store,Denial of Service,,,Limit SAS permissions; monitor usage; revoke unused tokens.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
143,azurerm_network_security_group.net_sg,NSG rules tampered to open unauthorized ports or IP ranges.,Data Store,Tampering,,A05: Security Misconfiguration,Lock NSG rules via Azure Policy; audit changes; apply RBAC.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.5,llm,true,,false
144,azurerm_network_security_group.net_sg,Lack of NSG change logs allows repudiation of firewall rule updates.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable NSG flow logs and Activity Logs; store immutably.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
145,azurerm_network_security_group.net_sg,NSG configuration exposed enabling attackers to map network controls.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Restrict access to NSG APIs; remove public network access to management endpoint.,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,3.7,llm,true,,false
146,azurerm_network_security_group.net_sg,High NSG rule evaluation load causes network slowness or denial of connections.,Data Store,Denial of Service,,,Keep rule count minimal; monitor flow log metrics; optimize rule ordering.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
147,azurerm_virtual_network.vNet,VNet peering or routing table tampered to redirect traffic to malicious hosts.,Data Store,Tampering,,A05: Security Misconfiguration,Lock routing resources; audit changes; enforce policy guardrails.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:N,8.7,llm,true,,false
148,azurerm_virtual_network.vNet,Lack of VNet configuration logs allows repudiation of subnet or peer changes.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable Azure Resource Manager logs; forward to SIEM.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
149,azurerm_virtual_network.vNet,VNet address space exposed leaks internal network topology.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Restrict read access; use private endpoints for management.,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,3.7,llm,true,,false
150,azurerm_virtual_network.vNet,Large number of network operations or route changes cause network instability (DoS).,Data Store,Denial of Service,,,Limit frequent updates; monitor network health; use incremental changes.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
151,azurerm_subnet.vNet_subnet,Subnet network security group association tampered to remove protections.,Data Store,Tampering,,A05: Security Misconfiguration,Enforce Azure Policy for mandatory NSGs; audit assignments.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:N,8.7,llm,true,,false
152,azurerm_subnet.vNet_subnet,No logs for subnet changes allows repudiation of CIDR or NSG updates.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable ARM logs; forward to SIEM.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
153,azurerm_subnet.vNet_subnet,Subnet CIDR exposed revealing internal addressing scheme.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Restrict read access on VNet APIs; use private endpoints.,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,3.7,llm,true,,false
154,azurerm_subnet.vNet_subnet,Burst traffic in subnet overloads routing causing network DoS.,Data Store,Denial of Service,,,Apply NSG throttling; monitor flow logs; segment high-volume services.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
155,azurerm_public_ip.VM_PublicIP,Public IP DNS label tampered to redirect traffic to rogue endpoint.,Data Store,Tampering,,A05: Security Misconfiguration,Lock Public IP resource; audit DNS label changes; use Azure Policy.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:N,8.7,llm,true,,false
156,azurerm_public_ip.VM_PublicIP,No logs for Public IP assignment changes allows repudiation.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable Activity Logs for Public IP; forward to SIEM.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
157,azurerm_public_ip.VM_PublicIP,Public IP exposed reveals live endpoints to attackers.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Use Azure Firewall or NAT gateway; restrict NSG egress; hide IP via proxy.,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,3.7,llm,true,,false
158,azurerm_public_ip.VM_PublicIP,High-volume traffic to Public IP saturates bandwidth causing DoS.,Data Store,Denial of Service,,,Use DDoS Protection Standard; rate limit at firewall.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
159,azurerm_network_interface.net_int,NIC properties tampered to attach to malicious subnet or IP.,Data Store,Tampering,,A05: Security Misconfiguration,Lock NIC via Azure Policy; audit changes; enforce RBAC.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:N,8.7,llm,true,,false
160,azurerm_network_interface.net_int,No logs for NIC reconfiguration allows repudiation of network moves.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable ARM logs; forward to SIEM.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
161,azurerm_network_interface.net_int,"NIC details exposed leak MAC, IP, and network mapping.",Data Store,Information Disclosure,,A02: Cryptographic Failures,Restrict read access; use private endpoints for management.,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,3.7,llm,true,,false
162,azurerm_network_interface.net_int,Oversubscription or misattachment of NIC leads to packet loss or DoS.,Data Store,Denial of Service,,,Monitor NIC performance; enforce attachment limits; segment workloads.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
163,azurerm_user_assigned_identity.user_id,User-assigned identity configuration tampered to grant elevated rights.,Data Store,Tampering,,A05: Security Misconfiguration,Lock identity assignments; audit via Azure Policy; restrict role assignments.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:N,8.7,llm,true,,false
164,azurerm_user_assigned_identity.user_id,Lack of logs for identity usage and assignment allows repudiation.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Enable Identity logs; forward to SIEM; enforce retention.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
165,azurerm_user_assigned_identity.user_id,Identity client ID or principal ID exposed reveals credential for misuse.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Restrict output values; avoid exposing identity metadata.,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,3.7,llm,true,,false
166,azurerm_user_assigned_identity.user_id,High demand for tokens exhausts identity quotas causing DoS for dependent services.,Data Store,Denial of Service,,,Monitor token requests; implement caching; distribute token load.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
167,data.local_file.runbook_file,Runbook file tampered locally injecting malicious commands.,Data Store,Tampering,,A08: Software and Data Integrity Failures,Store in Git; enforce code reviews; verify checksum.,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,7.1,llm,true,,false
168,data.local_file.runbook_file,No log of local file modifications allows repudiation of runbook edits.,Data Store,Repudiation,,A09: Security Logging and Monitoring Failures,Use version control with immutable history; enable audit logs.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,llm,true,,false
169,data.local_file.runbook_file,Local file content exposed in CI logs reveals client ID or resource group.,Data Store,Information Disclosure,,A02: Cryptographic Failures,Mask sensitive fields; secure log collection; remove secrets from files.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
170,data.local_file.runbook_file,Large local file reads or processing cause CI job failures (DoS).,Data Store,Denial of Service,,,Validate runbook size; split large files; optimize file handling.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
171,Developers/CI → Terraform Engine,Build artifacts or commands tampered in-flight injecting malicious code.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Use encrypted channels (HTTPS/SSH); sign artifacts; verify commit hashes.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,10,llm,true,,false
172,Developers/CI → Terraform Engine,Sensitive variable values exposed in CI logs or network packets.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Mask secrets; use secure variables; enforce TLS.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,8.6,llm,true,,false
173,Developers/CI → Terraform Engine,Excessive CI requests overwhelm Terraform Engine causing provisioning delays.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Throttle CI triggers; rate limit API calls; monitor job queue.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
174,Terraform → AzureRM API,API calls tampered en route altering resource definitions.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Enforce HTTPS/TLS; validate certificates; use private endpoints.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,10,llm,true,,false
175,Terraform → AzureRM API,Credentials or tokens exposed in transit via network sniffing.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Use TLS 1.2+; enforce mutual auth; rotate credentials.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,8.6,llm,true,,false
176,Terraform → AzureRM API,High-frequency API calls cause ARM throttling or service unavailability (DoS).,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Implement exponential backoff; respect Azure API rate limits; monitor calls.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
