id,element,threat_description,element_type,stride,mitre_atlas,owasp_top_10_for_llm,mitigation,cvss_vector,cvss_score,threat_source,validation,justification,mitigated
97,azurerm_cosmosdb_account.db,Primary endpoint and key are exposed through misconfigured firewall or network rules.,Data Store,Information Disclosure,,,"Restrict network access to specific IPs or VNETs, enable private endpoints, and rotate keys regularly.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
98,azurerm_cosmosdb_account.db,"Flooding the database with heavy queries or large writes exhausts throughput, causing degradation.",Data Store,Denial of Service,,,"Configure appropriate RU/s limits, enable autoscale, monitor RU consumption, and apply rate limiting at API gateway.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
99,azurerm_storage_account.storage_account,"An attacker tampers with storage account configuration (e.g., enabling public access or changing CORS) to expose data.",Data Store,Tampering,,,"Enforce Azure Policy to disallow public blob access, lock CORS settings, and require MFA for config changes.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
100,azurerm_storage_account.storage_account,"Changes to storage account access policies or network rules are not logged, enabling repudiation.",Data Store,Repudiation,,,"Enable Azure Storage Analytics logging, send logs to secure, tamper-evident storage.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
101,azurerm_storage_account.storage_account,Sensitive blobs or configuration metadata are disclosed due to overly permissive CORS or public container settings.,Data Store,Information Disclosure,,,"Restrict CORS origins to known domains, disable public container access, and use SAS with least privileges.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
102,azurerm_storage_account.storage_account,Attackers generate high-volume requests or large object uploads to exhaust storage throughput or capacity.,Data Store,Denial of Service,,,"Enable Azure DDoS Protection, configure request rate limiting, and monitor storage metrics for anomalies.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
103,azurerm_storage_container.storage_container,An attacker tampers with container ACLs to allow unauthorized blob access.,Data Store,Tampering,,,Enforce container-level immutability policies and RBAC for ACL changes.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
104,azurerm_storage_container.storage_container,"Modifications to container settings are not audited, enabling repudiation.",Data Store,Repudiation,,,Enable Storage Analytics logs and send to immutable log store.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
105,azurerm_storage_container.storage_container,Public container settings leak artifact names or code packages.,Data Store,Information Disclosure,,,"Disable public access, use private endpoints, and limit SAS scopes.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
106,azurerm_storage_container.storage_container,High-volume list or blob operations exhaust storage throughput.,Data Store,Denial of Service,,,"Enable request rate limits, monitor metrics, and use DDoS Protection.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
107,azurerm_storage_container.storage_container_prod,Prod container ACLs tampered to expose production assets.,Data Store,Tampering,,,Apply Azure Policy to enforce private access on prod containers.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
108,azurerm_storage_container.storage_container_prod,"Changes to prod container not logged, enabling denial of changes.",Data Store,Repudiation,,,Audit container changes via Activity Logs to immutable storage.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
109,azurerm_storage_container.storage_container_prod,Public access on prod container leaks static assets.,Data Store,Information Disclosure,,,Restrict CORS and public access to approved origins only.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
110,azurerm_storage_container.storage_container_prod,Excessive asset requests degrade storage performance.,Data Store,Denial of Service,,,Use CDN with caching and rate limiting for static assets.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
111,azurerm_storage_container.storage_container_dev,Dev container ACLs tampered to expose dev artifacts.,Data Store,Tampering,,,Lock dev container ACLs via resource locks and RBAC.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
112,azurerm_storage_container.storage_container_dev,Lack of audit logs for dev container changes enables repudiation.,Data Store,Repudiation,,,Forward storage logs to SIEM with immutability.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
113,azurerm_storage_container.storage_container_dev,Dev container public access discloses internal dev assets.,Data Store,Information Disclosure,,,Disable public dev container and restrict CORS.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
114,azurerm_storage_container.storage_container_dev,Automated scans of dev container degrade performance.,Data Store,Denial of Service,,,Implement request throttling and monitor quotas.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
115,azurerm_storage_container.storage_container_vm,VM container ACLs tampered to allow unauthorized script downloads.,Data Store,Tampering,,,Enforce private container with VNet Service Endpoint.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
116,azurerm_storage_container.storage_container_vm,No audit trail for VM container changes enables repudiation.,Data Store,Repudiation,,,Enable diagnostics logging and immutable storage for logs.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
117,azurerm_storage_container.storage_container_vm,Public VM container leaks provisioning scripts.,Data Store,Information Disclosure,,,Restrict blob access to managed identity only.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
118,azurerm_storage_container.storage_container_vm,High-frequency VM script requests exhaust container throughput.,Data Store,Denial of Service,,,Implement VNet throttling and monitor metrics.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
119,azurerm_storage_blob.storage_blob,An attacker tampers with function package block blob to inject malicious code.,Data Store,Tampering,,,Use signed packages and verify checksums at deploy time.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
120,azurerm_storage_blob.storage_blob,"Blob metadata changes are not logged, enabling repudiation of package swaps.",Data Store,Repudiation,,,Enable blob audit logs and forward to immutable archive.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
121,azurerm_storage_blob.storage_blob,"Package blob is publicly readable, leaking proprietary code.",Data Store,Information Disclosure,,,Disable public access and use private SAS with least privileges.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
122,azurerm_storage_blob.storage_blob,Large or malformed blob uploads exhaust storage account IOPS.,Data Store,Denial of Service,,,Enforce size limits on uploads and monitor blob metrics.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
123,azurerm_storage_blob.storage_blob_front,Front-end blob package is tampered to include malicious scripts.,Data Store,Tampering,,,Validate front-end package signatures and hashes.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
124,azurerm_storage_blob.storage_blob_front,Lack of audit for front-end blob changes enables denial of malicious updates.,Data Store,Repudiation,,,Enable front-end blob change logs in a write-once store.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
125,azurerm_storage_blob.storage_blob_front,Public front-end blob leaks UI source code.,Data Store,Information Disclosure,,,"Restrict access via SAS, disable anonymous access.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
126,azurerm_storage_blob.storage_blob_front,Flood of front-end blob downloads slows storage performance.,Data Store,Denial of Service,,,Use CDN and rate limits for blob endpoints.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
127,azurerm_storage_blob.app_files_prod,Static assets blob tampered to serve malicious scripts or defaced content.,Data Store,Tampering,,,Enable blob immutability policies and validate asset checksums during deployment.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
128,azurerm_storage_blob.app_files_prod,"Changes to production static assets are not audited, allowing untracked defacement.",Data Store,Repudiation,,,Enable storage analytics logs for blob changes and forward to immutable log storage.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
129,azurerm_storage_blob.app_files_prod,Publicly accessible static assets leak proprietary UI code or sensitive file paths.,Data Store,Information Disclosure,,,"Restrict container access via private endpoints or scoped SAS tokens, disable anonymous read.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
130,azurerm_storage_blob.app_files_prod,High-volume requests for static assets exhaust storage throughput and increase latency.,Data Store,Denial of Service,,,"Use CDN with caching and rate limiting, enable Azure DDoS Protection.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
131,azurerm_storage_blob.app_files_dev,Dev assets blob tampered to host malicious test pages or internal endpoints.,Data Store,Tampering,,,Apply blob immutability and validate dev artifact integrity in CI.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
132,azurerm_storage_blob.app_files_dev,Lack of audit for dev blob updates enables untracked unauthorized changes.,Data Store,Repudiation,,,Enable storage logging for dev assets and forward to secure SIEM.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
133,azurerm_storage_blob.app_files_dev,"Dev blob publicly accessible, disclosing test or staging data.",Data Store,Information Disclosure,,,"Disable anonymous access on dev containers, restrict via SAS with minimal scope.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
134,azurerm_storage_blob.app_files_dev,Automated scans against dev blob degrade storage performance.,Data Store,Denial of Service,,,Implement request throttling and monitor blob metrics for abnormal spikes.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
135,azurerm_storage_blob.app_files_vm,VM script blob tampered to include malicious initialization scripts.,Data Store,Tampering,,,Enable blob signing and verify scripts before VM execution.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
136,azurerm_storage_blob.app_files_vm,Absence of audit logs for VM script blob changes enables repudiation.,Data Store,Repudiation,,,Enable storage analytics logs and forward to immutable logging storage.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
137,azurerm_storage_blob.app_files_vm,Publicly exposed VM scripts leak sensitive provisioning details.,Data Store,Information Disclosure,,,"Restrict container access to managed identities only, disable anonymous access.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
138,azurerm_storage_blob.app_files_vm,"Frequent VM script fetches overwhelm blob performance, slowing provisioning.",Data Store,Denial of Service,,,Use VNet Service Endpoints and monitor request patterns to throttle as needed.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
139,azurerm_storage_blob.config_update_*,"SSH config blob tampered, injecting rogue host entries or credentials.",Data Store,Tampering,,,Use signed blobs and validate config integrity on download.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
140,azurerm_storage_blob.config_update_*,No audit trail of config blob updates enables repudiation of malicious patches.,Data Store,Repudiation,,,Enable blob change logs and store in immutable repository.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
141,azurerm_storage_blob.config_update_*,Config blob publicly accessible leaks VM connection details.,Data Store,Information Disclosure,,,Restrict container access to trust boundary and use scoped SAS.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
142,azurerm_storage_blob.config_update_*,Malformed or oversized config blob causes deployment scripts to fail.,Data Store,Denial of Service,,,Validate blob schema and size before applying configuration.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
143,data.azurerm_storage_account_blob_container_sas.storage_account_blob_container_sas,SAS token tampered to extend expiry or widen permissions.,Data Store,Tampering,,,"Generate SAS via Key Vault, validate token signature, and limit lifetime by policy.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
144,data.azurerm_storage_account_blob_container_sas.storage_account_blob_container_sas,Unlogged SAS generation allows repudiation of unauthorized token creation.,Data Store,Repudiation,,,Log all SAS requests and issuance events to immutable audit logs.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
145,data.azurerm_storage_account_blob_container_sas.storage_account_blob_container_sas,Leaked SAS token grants unauthorized read/write access to blobs.,Data Store,Information Disclosure,,,"Use IP-restricted SAS, rotate keys frequently, and monitor usage anomalies.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
146,data.azurerm_storage_account_blob_container_sas.storage_account_blob_container_sas,"Overuse of SAS token floods storage account, degrading service.",Data Store,Denial of Service,,,"Limit SAS scope and lifetime, monitor token usage, and revoke on anomalies.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
147,azurerm_network_security_group.net_sg,"An attacker tampers with NSG rules to open unauthorized ports (e.g., SSH from any).",Data Store,Tampering,,,"Lock NSG via resource lock, enforce approved rule sets through Azure Policy.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
148,azurerm_network_security_group.net_sg,"NSG rule changes are not logged, enabling repudiation of unauthorized modifications.",Data Store,Repudiation,,,Enable Azure Activity Logs for NSG changes and forward logs to immutable storage.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
149,azurerm_network_security_group.net_sg,NSG configuration leaks internal network structure and rule sets to unauthorized viewers.,Data Store,Information Disclosure,,,"Restrict RBAC on NSG viewing, use just-in-time access, and audit reader roles.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
150,azurerm_network_security_group.net_sg,Removal or misconfiguration of NSG rules allows DDoS or network floods to VM.,Data Store,Denial of Service,,,"Implement DDoS Protection, monitor NSG changes, and set alerts on rule deletions.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
151,azurerm_virtual_network.vNet,An attacker tampers with VNet address space causing overlap and enabling malicious routing.,Data Store,Tampering,,,"Lock VNet changes, enforce IP address policies, and require peer review for updates.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
152,azurerm_virtual_network.vNet,"VNet modifications are unlogged, preventing attribution of network changes.",Data Store,Repudiation,,,Enable Azure Activity Logs for VNet configuration and archive logs immutably.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
153,azurerm_virtual_network.vNet,Exposure of VNet topology leaks network segmentation details to unauthorized parties.,Data Store,Information Disclosure,,,Restrict RBAC read permissions on VNets and use network graph masking in portal.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
154,azurerm_virtual_network.vNet,Deletion or misconfiguration of VNet disrupts all attached resources and connectivity.,Data Store,Denial of Service,,,"Apply resource locks on VNets, enforce change management, and set alerts on critical changes.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
155,azurerm_subnet.vNet_subnet,"An attacker tampers with subnet delegation or NSG associations, exposing sensitive hosts.",Data Store,Tampering,,,Enforce Azure Policy for approved subnet configurations and require RBAC control.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
156,azurerm_subnet.vNet_subnet,"Subnet changes are not recorded, enabling repudiation of network modifications.",Data Store,Repudiation,,,Enable diagnostic logging on subnets and forward to immutable SIEM.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
157,azurerm_subnet.vNet_subnet,Leakage of subnet address ranges reveals internal network layout.,Data Store,Information Disclosure,,,"Limit reader roles, hide network details in portal, and use private link endpoints.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
158,azurerm_subnet.vNet_subnet,"Accidental or malicious subnet removal isolates VMs, causing loss of service.",Data Store,Denial of Service,,,"Apply resource locks on subnets, enforce peer review, and alert on subnet deletions.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
159,azurerm_public_ip.VM_PublicIP,"An attacker tampers with public IP assignment, redirecting traffic to attacker-controlled endpoint.",Data Store,Tampering,,,"Lock Public IP resources, enforce Azure Policy to restrict IP reassignments.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
160,azurerm_public_ip.VM_PublicIP,"Public IP changes are not audited, allowing repudiation of malicious IP swaps.",Data Store,Repudiation,,,Enable Activity Logs for public IP configurations and archive logs securely.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
161,azurerm_public_ip.VM_PublicIP,Public IP leak exposes VM endpoints to unauthorized scanning or attack.,Data Store,Information Disclosure,,,"Use Azure Firewall, restrict NSG, and rotate DNS labels periodically.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
162,azurerm_public_ip.VM_PublicIP,Removal of public IP causes loss of external connectivity to the VM.,Data Store,Denial of Service,,,"Apply resource locks, monitor IP association status, and set alerts on changes.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
163,azurerm_network_interface.net_int,An attacker tampers with NIC settings to reroute or intercept VM traffic.,Data Store,Tampering,,,Enforce Azure Policy on NIC configurations and lock resource changes.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
164,azurerm_network_interface.net_int,"NIC configuration changes are unlogged, enabling repudiation of unauthorized modifications.",Data Store,Repudiation,,,Enable Activity Logs for NIC assignments and forward to immutable logs.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
165,azurerm_network_interface.net_int,Exposure of NIC properties reveals internal and external IP addresses.,Data Store,Information Disclosure,,,"Restrict read access, use just-in-time network access, and mask IPs in logs.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
166,azurerm_network_interface.net_int,Detachment or disabling of NIC causes VM network outage.,Data Store,Denial of Service,,,"Apply resource locks on NIC, monitor attachment status, and set alerts on changes.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
167,azurerm_user_assigned_identity.user_id,An attacker tampers with user-assigned identity to escalate privileges in Automation.,Data Store,Tampering,,,"Lock identity assignment, enforce Azure Policy for identity usage.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
168,azurerm_user_assigned_identity.user_id,"Changes to identity assignment are not audited, enabling repudiation of privilege escalations.",Data Store,Repudiation,,,Enable Azure Activity Logs for identity assignments and store logs immutably.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
169,azurerm_user_assigned_identity.user_id,"Identity details are disclosed to unauthorized users, exposing principal IDs and roles.",Data Store,Information Disclosure,,,"Restrict reader roles, use PIM for identity exposure, and audit access.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
170,azurerm_user_assigned_identity.user_id,"Deletion of identity breaks Automation runbooks, causing loss of functionality.",Data Store,Denial of Service,,,"Apply resource locks, monitor identity health, and set alerts on deletions.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
171,data.local_file.runbook_file,"Local runbook file is tampered, injecting malicious commands into the runbook.",Data Store,Tampering,,,"Use version control, verify file integrity via checksums, and restrict filesystem ACLs.",CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,7.1,llm,true,,false
172,data.local_file.runbook_file,"Modifications to local runbook file are unlogged, enabling repudiation of changes.",Data Store,Repudiation,,,"Audit local file changes, use immutable logs, and enforce code reviews.",CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
173,data.local_file.runbook_file,"Runbook contents are exposed on local console or logs, revealing sensitive parameters.",Data Store,Information Disclosure,,,Mask sensitive data in logs and use secure secret stores for parameters.,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,5.5,llm,true,,false
174,data.local_file.runbook_file,Missing or corrupted runbook file causes Automation provisioning failures.,Data Store,Denial of Service,,,"Validate file presence and integrity before execution, implement fallback logic.",CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.2,llm,true,,false
175,Developers/CI → Terraform Engine,"An attacker modifies Terraform CLI invocations in transit, injecting malicious flags.",Data Flow,Tampering,,,"Use secure channels (VPN, TLS), validate CLI arguments in CI scripts.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
176,Developers/CI → Terraform Engine,Terraform plan outputs or environment variables leak through CI logs.,Data Flow,Information Disclosure,,,"Redact secrets in logs, restrict CI log access, and use ephemeral workspaces.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
177,Developers/CI → Terraform Engine,"Network disruption prevents Terraform from receiving developer commands, halting deployment.",Data Flow,Denial of Service,,,"Use redundant network paths, monitor CI connectivity, and retry on failure.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
178,Terraform → AzureRM API,Adversary intercepts API calls to modify resource parameters or inject malicious resources.,Data Flow,Tampering,,,"Enforce TLS with certificate pinning, validate payload signatures.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
179,Terraform → AzureRM API,Terraform state or plan outputs leaked during API calls reveal environment details.,Data Flow,Information Disclosure,,,"Encrypt state at rest and in transit, restrict API logging of sensitive data.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
180,Terraform → AzureRM API,Throttling or blocking of AzureRM API calls prevents resource provisioning.,Data Flow,Denial of Service,,,"Implement retry logic, use backoff strategies, and monitor API quotas.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
181,null_resource.file_populate_data → CosmosDB,In-transit tampering of data insertion commands corrupts database contents.,Data Flow,Tampering,,,"Use encrypted connections (TLS), validate data integrity before DB writes.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
182,null_resource.file_populate_data → CosmosDB,Endpoint or key leaked over network exposes primary database access.,Data Flow,Information Disclosure,,,"Use managed identity for DB access instead of keys, rotate keys regularly.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
183,null_resource.file_populate_data → CosmosDB,Excessive write requests from script overwhelm CosmosDB throughput.,Data Flow,Denial of Service,,,"Implement client-side rate limiting, monitor RU consumption, and use bulk import optimizations.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
184,null_resource.env_replace → Function App code,Tampering with patched configuration introduces malicious connection strings.,Data Flow,Tampering,,,Validate environment templates via schema and signatures before applying.,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,7.1,llm,true,,false
185,null_resource.env_replace → Function App code,Leaked patched settings expose storage and database credentials.,Data Flow,Information Disclosure,,,"Mask sensitive values in code repo, use Key Vault references in App Settings.",CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,5.5,llm,true,,false
186,null_resource.env_replace → Function App code,"Malformed patch operation halts function deployment, causing downtime.",Data Flow,Denial of Service,,,"Implement validation tests for config files, add rollback on failure.",CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.2,llm,true,,false
187,data.archive_file.file_function_app → azurerm_storage_blob.storage_blob,Archive file upload is tampered to include malicious binaries.,Data Flow,Tampering,,,"Sign zip packages, verify signatures after upload.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
188,data.archive_file.file_function_app → azurerm_storage_blob.storage_blob,Archive contents leaked during upload expose source code.,Data Flow,Information Disclosure,,,"Use secure channel for uploads, restrict blob write permissions.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
189,data.archive_file.file_function_app → azurerm_storage_blob.storage_blob,Large or repeated uploads exhaust storage account throughput.,Data Flow,Denial of Service,,,"Enforce size limits, implement upload quotas, and monitor metrics.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
190,azurerm_storage_blob.storage_blob → function_app,"Blob package tampered in transit, injecting malicious code at runtime.",Data Flow,Tampering,,,"Use HTTPS with strict TLS, enable blob encryption in transit and at rest.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
191,azurerm_storage_blob.storage_blob → function_app,"Code package download is monitored, leaking package contents.",Data Flow,Information Disclosure,,,Restrict blob read access with SAS tokens tied to function identity.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
192,azurerm_storage_blob.storage_blob → function_app,"Interruption of blob download prevents function startup, causing outages.",Data Flow,Denial of Service,,,"Enable retry logic, use local caching, and monitor storage availability.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
193,function_app → CosmosDB,In-transit query tampering corrupts database records.,Data Flow,Tampering,,,Use encrypted connections and parameterized queries; validate input schemas.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
194,function_app → CosmosDB,Database responses leaked on network expose internal data.,Data Flow,Information Disclosure,,,"Encrypt data in transit, restrict network whitelisting to function VNet.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
